id,text,category
TA_TW1674,@USER Antha wallpaper la apdi enna unaku thernjithu ... Naanum antha color than da irupan,NOT
TA_TW1910,@USER Anupoooooma Chellam Chella kutteeeeema My Telepatheeeee ponnu soul Bharya,NOT
TA_TW6138,@USER Apa Ajith Racer illanu solriya..evalo proof venum unaku. Dupe artist irupanunga aana avangala panna vidala.. athe VP than sonnaru athu sir pannathunu.. Intha mathiri kholi pidikirathukula dupe podur,NOT
TA_TW1938,@USER Apa neeum thanae fleet potu irukka but why unaku blue light varaala pa..,NOT
TA_TW1939,@USER apda adutavan pesuna unaku enna bro evan epdiyo poran ne yen rply pandre,NOT
TA_TW858,@USER Apdi ellam solla mudiyathu bro. Venumna panna paavathuku mannipu ketta venumna manasu aarum. Do u still think that dmdk has votes nu,NOT
TA_TW798,@USER apdi ila nanba naangalum manasu vittu neraya vishayathula ajith fans ku help panirukom pesirukom! Idhulayum rivalry kondu varadheenga pls,NOT
TA_TW625,"@USER apdi paartha Kaira advani nadicha Vinaya Vidheya rama lam bayangara Disaster ? Kirik party , devadas Rashmika nadipu unique ah irukum moreover Geetha govindham katha onnume irukaathu but paakum bothu semaya athulaam anyayathuku Hit",NOT
TA_TW1294,@USER apdilam illa.. andhaa photo pathadhum siripu vaduchaa nanbaa.. Manasu kastapatuchunaa I am soorry...,NOT
TA_TW1872,@USER Apdiye anda Madan Ravichandran number irunda thaanga ji! Romba nalla irukum,NOT
TA_TW1793,@USER Apdiye tamilaga vellai tamailarhalukenu oru order potta romba nalla irukkum CM,NOT
TA_TW369,@USER Apiyaaa appo avanaiye senchu saptukka sollu. Nee rest eduda en chellam. Avanu samachi pottu nee tired agitta maa. Avane senchi unakku kudukka sollu . Seilala appa kitta vanthu kavanikkeren avana.,NOT
TA_TW1479,@USER Apo ipdila feel pannatha ..namakaga yarum illa inga..enaku ne unaku nan avlothan purinjitha,NOT
TA_TW1940,@USER Apo iru unoda girl besties number ellam unaku munnadi na vaanguthen.....,NOT
TA_TW6141,@USER Apo Muditu angaye irunga.. Chennai Pathi Pesu Unaku Lam Thagudhi ah Ila.. Engalauku Theiryum Kaapatha..2015 flood Parthutom.Unnna Mathri Religion Caste Pakama Valra People Ku Engala Kaapathika..Meendu Varuvom,NOT
TA_TW6142,"@USER Apo neenga jaathiyai vachi than oruthan tamilananu mudivu Panreenga, language illaya. Oruthan unga kathcila vanthu sentha community certificate vaangitu allow panuveengala? Nalla iruku niyayam.",NOT
TA_TW6143,"@USER Appa, antha SivaKarthikeyan vanthu unaku sombu thookara maari oru tweet podattum. Rendu perum equal aayiduveenga. Thu. Ungala ellam thirutha mudiyathuda dei.",NOT
TA_TW977,@USER Appadiya...don t worry chellam Sis....inimae manasula thonradha appadiyae type pannidunga Kavin kutty ku....Take care sis,NOT
TA_TW6144,"@USER Appatlo mana Bhakts andaru VJ full name is Vijay Joseph Kumar annaaru Anthe TN motham we don t care if he Jaffar or Vijay, for us Thalapathy ani cheppi trend chesaaru support",NOT
TA_TW1695,@USER Appudi partha white a errukira all guys Pandava Adai ethu ellam romba thappu pakki,NOT
TA_TW6145,@USER Appuram vellakaran vanthan athuku appuram Christian ulla vanthuchu tamizhan perathana unavu kuzhu athaariyamman kovila than oothunaga muslim veetula panna matanga saani theluchi kolam poduvan Chr,NOT
TA_TW859,@USER Aprm yena da Bigil padam loss nu distributors ellam sollranga 300cr collection pana aache ethuku appdi sollanu unaku therinija sollu,NOT
TA_TW6146,@USER Aprm yena da Bigil padam loss nu distributors ellam sollranga 300cr collection pana aache ethuku appdi sollanu unaku therinija sollu,NOT
TA_TW626,@USER Arasiyal ulla vandhutta appuram epdi edhir pakka mudiyum .... oru padam uruppadiya parthu romba naal achu ...sir,NOT
TA_TW6147,@USER Asinga pesuravan kita pechu kedaiyathu odi po .. Unaku and this year than 2M + nu sonen Last 1.5m kooda adika mudila This also 8.4m #TAG,NOT
TA_TW2179,@USER Athaiyum sollunga ivlo sollittu atha vittutta epdi terinjikkalaam,NOT
TA_TW6148,@USER Athe matere atha Ajit than pannanu ne pathiya?? Stunt panavane solran Nan othuka manasu ila unga side. Inga vanthu vaai pesurega . Yenna yella tweet laium masturbate pathi p,NOT
TA_TW6149,@USER Athellam seri girls create panna room laam micro Second la fill aguthu nu unaku epdi theriyum...... Antha second ulla polam try panni iruka neeyum Dai dakkkaaalty theriyum da unna path,NOT
TA_TW432,@USER Athellam seri girls create panna room laam micro Second la fill aguthu nu unaku epdi theriyum...... Antha second ulla polam try panni iruka neeyum Dai dakkkaaalty theriyum da unna pathi,NOT
TA_TW651,@USER Athu epoyo edutha photo va irukalam... Yarku therium.. ... Apadi kazhadi koduka manasu ila... Ithae Oru ponnu koduthu iruntha inaram gift poi irukathu...,NOT
TA_TW6150,"@USER Athu sari hindu oru vekkam kettavan ippadi sonna appuram dmk vote poduvan. Thulukkan podamattan arivalayathula bomb veppan. Manirathnam veetla , Coimbatore blast kamal Hassan odavittathu ellam mind vanthu pog",NOT
TA_TW6151,@USER Athu thaan avan thannoda instagram id laye podu irukane vijay double body endu unaku itha vida kevalama ena venum aa tane nenga parthu ra,NOT
TA_TW1273,@USER Athu thane entertainment eh.. ithula unaku nethu bday.... Intha maari la senja en thambiku oru peruma,NOT
TA_TW4138,@USER Athu thane entertainment eh.. ithula unaku nethu bday.... Intha maari la senja en thambiku oru peruma,NOT
TA_TW1766,@USER athu yaru nu theriyala enaku solli kudukura solluranga Romba nala manushan pola,NOT
TA_TW1410,@USER athukenna .. naan sonnathu janaki ku theriyava poguthu . therinja than manasu kashtapaduvanga..,NOT
TA_TW1424,@USER Athukku apara enanu sollunga Ena nadanthurukkumnu puriuthu But unga rasanai semaya irukku atha,NOT
TA_TW1718,@USER Athuvae bore ah iruku nu than grp la irukarathu ellam unaku frwd pannitu irunthan,NOT
TA_TW777,@USER Athuvera paaka romba cringy ah irruku ...jolly pesuna semaya irrukum avar lam....Vijay kooda ipolam sema improvement ...but ivunga lam Ebba,NOT
TA_TW1563,@USER Athuvum different people enjoy things. Romba smug opinions lam padika kaduppa irukku...,NOT
TA_TW6153,"@USER Aunty unaku Nan Oru status potten nyabagam iruka ?? Theatre la mv paathutu appo paiyan pubg vilayaditu irupan !! Nee Koda ""send"" nu sonniyae ? Athu intha dear comrade thaan",NOT
TA_TW1480,@USER Auto Update yedhuku on panni vacha.. Unaku pidikalana.. Uninstall pannitu.. old one install,NOT
TA_TW900,@USER Ava Romba Nalla Ponnu Nanba. Pasama Anba irupa Ana idhu Mattum Yean ipdi Sonna Adhuvum Enne Sollita Nu Than Manasu Kastama Iruku,NOT
TA_TW6154,@USER Avala vandhale bayama iruku avala poi en crush nu solringa Ava lam unga mari veeran ku dhan set aaval,NOT
TA_TW4078,@USER Avan avan.. avanga aatchila irukkapa aataiya podrathu valakkam thaana? Athuku 1st aatchiku varanum.... note pannu thala #TAG,NOT
TA_TW6155,@USER Avan sonatha thaana ne kekura nanga panrathaye thiruppi panran Na anika ketta unaku Avana theriyathu nu sona ipo ena,NOT
TA_TW382,@USER Avanga yarum psychiatrist illaiye. Plus romba scene andhunga naanga sonna take to doc nu solludhunga vandha dhaan ye you can doc. Inga mention pannalae extreme ah behave pandran yenna pandradhu,NOT
TA_TW6156,@USER Avanga yarum psychiatrist illaiye. Plus romba scene andhunga naanga sonna take to doc nu solludhunga vandha dhaan ye you can doc. Inga mention pannalae extreme ah behave pandran yenna pandradhu,NOT
TA_TW778,@USER Avangaloda crowd romba perusu .so it won't affect Nama apudi illala Lift trending apo naduvula #TAG trend panna start pannapo tag slow achu,NOT
TA_TW6157,@USER Avangaloda crowd romba perusu .so it won't affect Nama apudi illala Lift trending apo naduvula #TAG trend panna start pannapo tag slow achu,NOT
TA_TW629,@USER avanuku pudicha vazhkai.. (**pudicha vazhkai nale athu avatane) note pannu Ram. Ponnunge psychology teriyathu unaku.,NOT
TA_TW1362,@USER Avar left hand la irundha watch colour black adhu dhan unnaku blur + shadow unaku ah theridhu ...,NOT
TA_TW4038,@USER Avar left hand la irundha watch colour black adhu dhan unnaku blur + shadow unaku ah theridhu ...,NOT
TA_TW4137,@USER Avar mela thappu illa..ah na ithulam padam delay agrathu..avarukum romba kashtam dhana sago...wait pannuvom..nallathey nadakum... #TAG,NOT
TA_TW833,@USER Avar mela thappu illa..ah na ithulam padam delay agrathu..avarukum romba kashtam dhana sago...wait pannuvom..nallathey nadakum... #TAG,NOT
TA_TW4185,@USER Avara unga vayasu nu solliteengale . 1947 la india ku independence kedachadhula avarukkum pangu irukku,NOT
TA_TW6158,@USER Avaru appdi sonna maathiri nyabagam illa Other caste nu unga pechu vera (indecent aa) kaatuthu konjam decent aa pesa palagunga ngra than sonnar,NOT
TA_TW787,@USER Avaru last ball Yorker poutu wicket eduthu irundha innum semaya irundhu irukum.. Only a bowler from cricket history.. bowled his own end..,NOT
TA_TW4077,@USER Avaru romba varshan munnadi eh retire aayitaru nu nenaichen.... Form la irukka appove aaganum sollitu iruparu #TAG,NOT
TA_TW630,@USER Avaru romba varshan munnadi eh retire aayitaru nu nenaichen.... Form la irukka appove aaganum sollitu iruparu #TAG,NOT
TA_TW843,@USER Ayyo promise summa than sonnen sorry madam. Manasu kasta pannuramathari pesiruntha I am really but unmaiya neenga alagathan irukinga.,NOT
TA_TW978,@USER Bcz enkitta entha ponnum ivloo pesunathu ilapa aan ne ponnunu soldre namba mudila en thanimara manasu enna poranduthu paa,NOT
TA_TW4037,@USER Be careful madam.. Romba Gavanama erunga... Evlo serious aaa corona issue erukku... Intha nerathula shooting Please be madam,NOT
TA_TW946,@USER Be careful madam.. Romba Gavanama erunga... Evlo serious aaa corona issue erukku... Intha nerathula shooting Please be madam,NOT
TA_TW4076,@USER Beard.. Light..Villain ellaam Tamil aagi romba naal aachu bro.. Uttama villain nu padam peyar kooda irukku :P,NOT
TA_TW631,@USER Beard.. Light..Villain ellaam Tamil aagi romba naal aachu bro.. Uttama villain nu padam peyar kooda irukku :P,NOT
TA_TW2151,@USER Biriyaani nu sonnaa podhumey Sari vaa Leg piece unaku thaan saapdu,NOT
TA_TW248,@USER Blogspot puthusa irukku. Romba techie ah neenga. So private vechupeengla unga blog ah.. nan sila text ellam mail draft la potu vechutukrn. Delete pannavum manasu varala. Save thona matuthu yarachum pathuruvangalonu,NOT
TA_TW6159,@USER BOTS ilama oru YouTube record kaata mudiuma? Echa vela pakama box office collection tha solla Wig nadika Oru Filmfare award than vanga VMI vachi echi briyani podama thanna periya aalnu ka,NOT
TA_TW1520,@USER Bro adicha treble dhan. Adhulaam unaku enga theriya pogudhu. Treble spelling theriyum ah?,NOT
TA_TW570,"@USER Bro andha single nala dan ,Sarkar album melaye oru mixed response irukkum general audience mela. Top tucker illana CEO song la vitu irundha reception semaya kedachu",NOT
TA_TW6160,@USER Bro avan oru dummy bro first onnu solluvan apuram namba edhavathu ketta aduku bathil sollama vera topic eduthu oduvan sonnathaye cp panni namakey poduvan itha parunga,NOT
TA_TW6161,@USER Bro cm oralavuku individual msg ku response panni help pannaru but unga en paakala nu theriyala bro anyway dont lose ur confidence,NOT
TA_TW589,"@USER Bro ethu yallam romba thapu bro, bro ajith sir um Vijay Nalla friends entha tweet a avanga patha, yallarum ungala hate panuvanga so aha delete panuga ona erupam",NOT
TA_TW6162,"@USER Bro ethu yallam romba thapu bro, bro ajith sir um Vijay Nalla friends entha tweet a avanga patha, yallarum ungala hate panuvanga so aha delete panuga ona erupam",NOT
TA_TW4036,@USER Bro full unga pathi tweets bro Innum Hd stills wallpapers upload panunga I like ur Enjoy the day,NOT
TA_TW6163,@USER bro oru small doubt youtube la unga video pakrapo krypton p30 pro nu mobile kamikuthu intha eapdinu konjam podunga,NOT
TA_TW1257,@USER bro retham sindhi uzhaikira dhu lam ena apo... Share pandradhuke manasu venum idhula credits vera #TAG,NOT
TA_TW1275,@USER Bro Romba pugaluringa apdiyellam illa bro naan Chumma dhan pannen thanks for the lovable comment #TAG,NOT
TA_TW4136,@USER Bro Romba pugaluringa apdiyellam illa bro naan Chumma dhan pannen thanks for the lovable comment #TAG,NOT
TA_TW1210,@USER Bro u have sense of narrating things in interesting way.. Neenga crime stories eluthalaam . Semaya irukum,NOT
TA_TW1981,@USER Bro unaku avanga fake id nu theriyuma .. theva ilama varathaiya vidatha,NOT
TA_TW6167,"@USER Busy ah irunthen Chello. Innum longer break edukanum nu thaan irunthen, but inga irrukra tension nala thirumba vanthuten. Unga yellarum kuda pesna I'll feel a bit more relaxed. Kalyanam vellai eppadi poguthu?",NOT
TA_TW844,"@USER But andha peru la oru spelling mistake irukkae .. adha kandukkama vitteenga paarunga, perumdhanmaiyaana manasu thaan sir kadavaul :-)",NOT
TA_TW4183,@USER Cancel pannuvanga ma wait pannu Apram padichu last la cancel panna kaduppa irukum 10th studen,NOT
TA_TW2152,@USER Carona vanthu romba maathirichi oru mathiriya pesureenga take care,NOT
TA_TW1311,@USER Cha cha ila duDe...Iam saver ..And avanga poitanga pola..Vidunga dude..Namma manasu namaku theriyum,NOT
TA_TW632,@USER Chella kutty enna Achu unnaku enn oru post illa story ethum past one week ah. Ethachu pbm ah unmaiya sonna nan romba bayathutan god kitta pray Panna arambichan. Any way kastama visiyatha potalum pakkum pothu konjam manasuku thurupitiya eruku. # Just,NOT
TA_TW2153,@USER Chellam adhu oru pachcha pulla Un performance paathu olaritu iruku,NOT
TA_TW1521,@USER Chellam athu anona solu ipo venam matum ila doc aanlum un annan tha 4 ever Ayushman bhava,NOT
TA_TW1719,@USER Chellam da evlo.nalum en manasu kastapadama pathukura pathiya My Bahu Chellakutty,NOT
TA_TW1943,@USER Clutch mattum work aagathu matha padi romba bayangaramaana stunt uu #TAG,NOT
TA_TW1767,@USER comedy pannatha da. Un aala kapathikooo nee mudhala heavy queue nikkuthu unaku.,NOT
TA_TW846,"@USER Communist karanuga 25 Kodi vangirukanga, ipdilam DMK manasu kulirra madiri rajini ah thitnathane ethachum seyvanuga, athana vennai ..",NOT
TA_TW1982,@USER Congrats da.. More likes RT unaku kidaikum anna kitta irundhu.. .. #TAG,NOT
TA_TW6169,@USER Corona Vs Stalin ... Comparison started . So kadasila unga thalaivana Vyadhiya mathi vechrikeenga.... Dei Yebba PK. Nee DMK ku Devasam panna vandhiya illa TN makkaluka....,NOT
TA_TW2077,@USER Courtallam..enga oor pakathulathan...semaya irukum...enga porathu...,NOT
TA_TW5030,"@USER Covid 19 lockdown il kadai &amp; kuru thozil seibapavargal migavum baathipinai adaithullar, ithu naadu arintha unmai, intha nerathilum vadai vasool seigirargal, kadai gal vadagai paathiyaaga kuaraka Arasu aanai pirapikka vendum endru ketukolgiraen.",NOT
TA_TW879,@USER Crt tha Bro manasu veruththu pochi Love ninaicha bayam varuthu AMMA akka Girl avangatha unmaiyana anpu tharuvanga vera girl's west,NOT
TA_TW1609,@USER CSK fans romba panraanga so avangala dha naanga final la jeikkanum Next year MI Vs RCB,NOT
TA_TW4135,@USER CSK fans romba panraanga so avangala dha naanga final la jeikkanum Next year MI Vs RCB,NOT
TA_TW743,@USER Dai bro unaku veetla drishti suththi poda solu. Vera level drawing ellamae. U r blessed with a wonderful talent. Feeling goosebumps unoda pathu,NOT
TA_TW6171,@USER Dai bro unaku veetla drishti suththi poda solu. Vera level drawing ellamae. U r blessed with a wonderful talent. Feeling goosebumps unoda pathu,NOT
TA_TW2236,@USER Dai Ennada problem unaku Ala kanum Nethu tweet poten reply illa,NOT
TA_TW4035,"@USER Dai kutty aamai spellinga olunga eazhuthuda adhu(pesuveem illa ,,pasuvan)(Yennaku illa,, unaku) that is ajith fan 10th fail group",NOT
TA_TW6175,@USER Dai... Srilanka la setha eela makala konnadha yarum niya paduthala... Seriya.. !!! Dmk congress elame than idhuku kaaranam.. Na keta kelvi.. Indha rajiv murder a evalo impacts theriyuma unaku 1 lakh of Tamil families mig,NOT
TA_TW633,@USER Dai... Srilanka la setha eela makala konnadha yarum niya paduthala... Seriya.. !!! Dmk congress elame than idhuku kaaranam.. Na keta kelvi.. Indha rajiv murder a evalo impacts theriyuma unaku 1 lakh of Tamil families migrated from many states India ,NOT
TA_TW6176,@USER Daiee Sanghi....unaku vennumna veliya poiey procure pannu.. yedhuku TRB /Jagath kitta vandhu line LA nikkara...don't worry dude I know when and how to stand in queue with all pre,NOT
TA_TW4134,@USER Daily unga channel aa paathu thaa bro movies laa paakurean... Which is very useful to me..,NOT
TA_TW2019,@USER Deei.. Comparison patti pesathada.. sirippu adakka romba kashttapetten,NOT
TA_TW2214,@USER Degrade pantu irukan avan avana kelu da unaku la sonna puriyathu,NOT
TA_TW1768,@USER Dei athuku ulla meaning theriyum la intha template unaku illa da chenna ku than,NOT
TA_TW4075,"@USER Dei comedy , last yr unga bday maraka mudiyatha sambavama pannamey therilana senior anils Kita ketu therinjuka",NOT
TA_TW6177,@USER Dei enaku nee onnu solla podhum unnoda personal problem kaaga ehuku ah groupla irunthu block panna . Annaiki nannga kandupidichom illana 50 perkulla aayirukkum Edhuku apdi nu mattum,NOT
TA_TW590,@USER Dei nijama thaan kaetkuriya? Na chumma vilayatuku sonen.. apadilam songs kaeta inum depression agum... Unaku vera edhum interested vishayathula concentrate panu,NOT
TA_TW6181,@USER Dei nijama thaan kaetkuriya? Na chumma vilayatuku sonen.. apadilam songs kaeta inum depression agum... Unaku vera edhum interested vishayathula concentrate panu,NOT
TA_TW1441,@USER Dei poi pulla kutty ya thoonga vai da po family man ah agiyum konjam kooda porupu iruka unaku,NOT
TA_TW818,"@USER Dei ponnunga kooda porathu kamalukku romba pudichathuda, athuku epdi da dooppu poduvaaru. Ethukku poda soldriye nee yenna Anty-Kamal ah",NOT
TA_TW6183,@USER Dei psycho eduku samandame ilama kadharitu iruka ipo andha dialogue nala dha ilanu solamaten unaku enga id varadula bayam pola iruku #TAG,NOT
TA_TW1613,@USER dei unmaiya sollu unaku nejama English sentence ah full padikka theriuma theriyadha ..,NOT
TA_TW2050,@USER Dei who is mass nu Vijay Ajith k..adhu enna Suriya ..unaku paithyiama,NOT
TA_TW773,@USER Delete panni oru ponnu life ah save vidug pls sago Uonga sister o ill frd ipti matikitta thu ninachu periya manasu itha pannuga sagoooo plss,NOT
TA_TW639,@USER Director semaya edutha ru vijay acting pinni edutharu niraya appreciate panalam sura vum badri padam mathiri comedy uh,NOT
TA_TW6184,@USER Do u know what he did to me Avolo thana inum pesanuma Enda avan unaku apdi throgam panathu naala thaa ipo avankuda senthu aaditu iruka,NOT
TA_TW1211,@USER Don't worry Akka kandipa panuvaga papa Ku konjam work irrukum nu nenaikuran so romba naraiya tweet pakala,NOT
TA_TW4074,@USER Don't worry Akka kandipa panuvaga papa Ku konjam work irrukum nu nenaikuran so romba naraiya tweet pakala,NOT
TA_TW665,@USER Done thalaivaa enaku andha 50eduthalee manasu aaridum.. nethula irundhu kattupatoda iruken indha time laye idhula involve aaidanum start pannittu solren,NOT
TA_TW6185,"@USER DSP is Sachein, Santhosh Subramaniam nu Semma form la irundhan Ipa dha ipdi aagitan..But still Puli Yaendi Tharamana melody ! TN laiyae Mutta Bomma sema reach uh...So Thaman T65 Tharama poduvan",NOT
TA_TW1985,@USER Eanakku thariyama poche naa ennada alagiya kanomnu romba varutha padden,NOT
TA_TW4182,@USER Edho onnu TL kooptadhu needhana....unaku dhan indha tweet eh so u r only responsible uh,NOT
TA_TW2020,@USER Edhuku asingama variyava Nala photo What'sUp la anupuran unaku thaniya,NOT
TA_TW4181,@USER Edhume namma control la illa... nee pulli veppa ana life unaku puriyatha oru kolam podum,NOT
TA_TW6186,@USER Eenda kena ku court la case nadanthu avanga avlo involve aagi elam panna kaprm dhan pannan idhe govt tasmac ah thoranthuchu ipa matu high involved aagalana exams nadanthuruku indha latchanathula kids pudichut,NOT
TA_TW640,@USER Eenda kena ku court la case nadanthu avanga avlo involve aagi elam panna kaprm dhan pannan idhe govt tasmac ah thoranthuchu ipa matu high involved aagalana exams nadanthuruku indha latchanathula kids pudichutaram unaku actors sombu adichu palagiruch,NOT
TA_TW1277,@USER Ella da..athu unaku theriyathu da..avlo alagu..ena epd polamba vittitu avan deactivate pannitu poitan,NOT
TA_TW225,@USER Ellathaium poruthukurom karanam POLICE antha oru vaarthai kaga kakki ah patha ungalukku kovam varumo ennavo sir... Enakellam pottathan manasu vitha valimaiya kudukuthu en velaiya ivlo kastathuku naduvalaium love panren,NOT
TA_TW2123,@USER Ellay thambi ... ennata solura... Unmaiya va.. love u da chellam...,NOT
TA_TW2238,@USER En aalu aala kaanum pesi 4 naal aachu akka enna aachune therila,NOT
TA_TW5018,@USER En drawings ku support panna anaithu nalla ullangaluku miga periya nandri Thanks alot for your support �� naa ethir paakala ivalo per support pannuvanganu Thanks alot,NOT
TA_TW1847,@USER En kuda la sanda potta mattanga News 77 owner romba nalla manushan apdithana,NOT
TA_TW241,@USER En ma nenga ethu ellam yen epppo post panringa. Thapa nenaika venam I'm really sorry. World full intha situation la most of the people romba kasta patutu irukanga so mathri Unga LA pola stars motivation Pana lam LA.,NOT
TA_TW1986,@USER En Thampi Nee Nan Epavum Unna Rompa Follow Pannitey Irupan Chellam #TAG,NOT
TA_TW1873,@USER Ena da comments la texr panriya Oore Corona sethutu iruku unaku ipl kekutha,NOT
TA_TW1497,@USER Ena ithu taan ipo intha situation ku namma naatukum oorukum romba theva nalla panunga boss,NOT
TA_TW4180,@USER Ena ithu taan ipo intha situation ku namma naatukum oorukum romba theva nalla panunga boss,NOT
TA_TW2051,@USER Enachu unaku Call panni pesu apo konjam relax ahh iruku bby ma enachu,NOT
TA_TW6188,@USER Enada ne sonathaye mathi sona thane Dubakur modi madhiri press partha bathil ilama odara madhiriye unaku vacha peruku artham keta ipadi mulikarayeda,NOT
TA_TW2180,@USER Enada panala...ajith fan ah erunthutu unaku kekara thakuthiye ila,NOT
TA_TW1944,@USER Enada unaku English um varala Tamil varala...fake I'd vire(u)man,NOT
TA_TW684,@USER Enakku romba pudicha padam antha music lam semaya irukkum climaxla African country scene pudikkum ithe mathiri innor kaidaikkave illa appo ithan best,NOT
TA_TW4133,@USER Enaku Harish Romba pudikkum. Suriya+Harish Combo dha romba Pudikum... Poya yov... Appudi enna Mela unaku Kovam...,NOT
TA_TW642,@USER Enaku Harish Romba pudikkum. Suriya+Harish Combo dha romba Pudikum... Poya yov... Appudi enna Mela unaku Kovam...,NOT
TA_TW2052,@USER Enaku Romba Pudikum Ethana Time potalu paape... Comedy Mass ah Irukum,NOT
TA_TW1536,@USER Enaku Thericha Oru ah Tharani Nee Mattum Tha Unaku Kupudama Vera Yaruku Call Pana Soldra,NOT
TA_TW1278,@USER Enaku therinji enagium varala maybe unaku vanthu erukalam un relatives yarachu dmk posting la eruntha,NOT
TA_TW4179,@USER Enaku therinji enagium varala maybe unaku vanthu erukalam un relatives yarachu dmk posting la eruntha,NOT
TA_TW648,@USER Enaku unnoda Feeling puriyuthu abi Try pannu Athan Naan Unaku solla Mutiyum o.k Unga bro Ku Marriage aiducha,NOT
TA_TW4073,"@USER Enaku verum 10 PM But yen busy time la unaku help panni iruken, thanks lam approma sollu",NOT
TA_TW2181,@USER Enakulaam reply varadhae illa nan enna Chellam ah Bujji prabalama,NOT
TA_TW987,@USER Enakum apdi dhaan... Konja naal ah romba bore twitter.. Andha neram paathu neenga vandhutinga... Romba thanks nanba #TAG,NOT
TA_TW6189,"@USER Enakum time iruku + System service Engineer ah 10 years Experience um irukku.. Naan kettathu, Enna Reason / Purpose kaaga dual boot try panreenga ? Ella Dual Bootum avlo sirappa romba naal irukaathu, Windows set aagura mathiri, Lin",NOT
TA_TW652,"@USER Enakum time iruku + System service Engineer ah 10 years Experience um irukku.. Naan kettathu, Enna Reason / Purpose kaaga dual boot try panreenga ? Ella Dual Bootum avlo sirappa romba naal irukaathu, Windows set aagura mathiri, Linux aagaathu.. ..",NOT
TA_TW6190,@USER Enatha pblm varatum...ipdi ellam pana kudathu...unaku nu oru value irukum machi atha purunchukama poitanga..Unkuda fight avangalum ipdiya pananga elala...so don't do this again machi...,NOT
TA_TW6191,@USER Endha madhathayum saaradhavargal than hindu endru alaikkapadugirargal.adhuve therila unaku.hindu vaga irupavargal mattum irai vazi padu veru madham endra ennam kondavargal.nee adukke layakilla. Matra saarndha,NOT
TA_TW655,@USER Endha madhathayum saaradhavargal than hindu endru alaikkapadugirargal.adhuve therila unaku.hindu vaga irupavargal mattum irai vazi padu veru madham endra ennam kondavargal.nee adukke layakilla. Matra saarndha maanalai aravaikum panbu hindukalukku ma,NOT
TA_TW5047,@USER endraikkum thoarkkathu unmaigale usain boltai pol nillamal oodu gold thedi varum Unthan Vaazhviruku Olympicai Polae,NOT
TA_TW362,@USER Enga poninga chellam? Unga appreciation kaanomaenu kaalai larndhu naa waiting nijama. Ippo thaan happy. Thank you soooooo much sweetheart. Next Kavin varanju vachiruken next week post panna. Marakama enakku reply pannunga ok va. Your really makes me,NOT
TA_TW2215,@USER Enga tax ah engaluku scholarship kodutha unaku muttu kudukanuma?,NOT
TA_TW1537,@USER Enga veetu pillayaa ninaichu unaku solli kuduka maatan.. Veetila maati venumndaa kudupan,NOT
TA_TW753,@USER Enga Yarum Dhanush ahh Pathi Romba Muttu kuduthu Pesa Mattanga.. Yenna Bro Pesura ne Oru Actor Kavin la Aala P***a Apdinu Keturuven Bro.. #TAG,NOT
TA_TW2078,@USER Enn da chellam sirikira.. This is true.... Ithu thaan Tweeter Life..,NOT
TA_TW1258,@USER Enna aachu neenga epdi endha marri post poda mattingaleah edhum romba troll panni comment pannitnagala,NOT
TA_TW1794,@USER Enna Anna Side Gap Le chellam Ellam Solringe? Keerthy Akka Kova pada Poranga..,NOT
TA_TW4072,"@USER Enna avaru athaiya than panna poraru, romba business agala naa irukka ve irukku ovaroda underrated friendship tweet",NOT
TA_TW658,"@USER Enna avaru athaiya than panna poraru, romba business agala naa irukka ve irukku ovaroda underrated friendship tweet",NOT
TA_TW1657,@USER Enna brain unaku nee inga eruka vendiya ala ela un range ku i naaa sabai la erukanum,NOT
TA_TW4071,@USER Enna brain unaku nee inga eruka vendiya ala ela un range ku i naaa sabai la erukanum,NOT
TA_TW4132,@USER Enna Logic Bro Sarkar avan own production.. Andha 3 movies renew pannuradhula edho issues irukku... Padaya,NOT
TA_TW1329,@USER Enna mams dpum maathi vera aala vanthu nikkira kandupidikkave late aachu... Next enna user name ah,NOT
TA_TW2053,@USER Enna mari chinna id yum prbalam solriye unaku romba nalla manasu akka,NOT
TA_TW6193,@USER Enna Nanba.. Ipdi la pannadhinga Poi kelunga unga lover kitta..Yean vittu pona.. Adhuku ipdi cut panna venam.. Ungala nambi V2la parents irukanga..konjam avangala think panni parunga nanba..don't do nex,NOT
TA_TW286,"@USER enna panradhu first iruntha energy ippo yaaru kittayum illa summa Chellam, darling, girlfriend,adhula silar wife nu vera aana tag u 5k irunthu 1k vuku vanthachi nanum polannu irukan romba kastama iruku #TAG",NOT
TA_TW5042,@USER enna samantha mathri kalayanam pannitu nadicha kooda santhosam thaan,NOT
TA_TW661,@USER Enna thaan unga tweet reach aanalum adhukku inspiration ennoda nratha perumaiya solrengale antha manasu thaaan kadavul,NOT
TA_TW6195,"@USER Ennada Arunnu sema hairstyle nu solrukaen, photova paaru, Ram brother oda Ramarajan a paatha solrupaen ? unga kalyanam kavadhu",NOT
TA_TW6197,"@USER Ennada pasangala ippadi pesareengha,neeyellam poita Enna madiri alungala ninachu paru. Inga yarumae teriyadhu,just for trending iruken. Kavin kaga vandhom, avanukaga irupom. Unak",NOT
TA_TW226,"@USER Ennada pasangala ippadi pesareengha,neeyellam poita Enna madiri alungala ninachu paru. Inga yarumae teriyadhu,just for trending iruken. Kavin kaga vandhom, avanukaga irupom. Unaku pidichadha pannu, ignore other things.",NOT
